transaction_id,transaction_date,customer_id,account_type,transaction_type,amount,currency,merchant,transaction_status,year,month,month_name,year_month
100043,2023-08-15,999999,Checking,Debit,1361.6,Usd,Target,Completed,2023,8,August,2023-08
100046,2022-12-31,999999,Checking,Debit,833.68,Usd,Walmart,Completed,2022,12,December,2022-12
100047,2022-12-31,999999,Checking,Debit,1706.66,Usd,Unknown,Completed,2022,12,December,2022-12
100047,2023-04-05,999999,Checking,Credit,1441.03,Usd,Unknown,Completed,2023,4,April,2023-04
100048,2024-01-23,999999,Checking,Debit,4243.25,Usd,Walmart,Completed,2024,1,January,2024-01
100049,2022-08-11,999999,Checking,Credit,4965.82,Usd,Amazon,Completed,2022,8,August,2022-08
100051,2022-12-31,999999,Checking,Credit,1759.32,Usd,Amazon,Completed,2022,12,December,2022-12
100050,2022-05-24,999999,Checking,Debit,4574.16,Usd,Target,Completed,2022,5,May,2022-05
100053,2022-01-01,999999,Checking,Debit,4200.45,Usd,Amazon,Completed,2022,1,January,2022-01
100052,2023-06-04,4488,Savings,Credit,3962.11,Usd,Unknown,Completed,2023,6,June,2023-06
100054,2022-12-31,999999,Checking,Credit,3383.99,Usd,Walmart,Completed,2022,12,December,2022-12
100056,2022-03-11,999999,Credit,Credit,807.49,Usd,Walmart,Completed,2022,3,March,2022-03
100057,2022-01-01,999999,Savings,Debit,2558.91,Usd,Walmart,Completed,2022,1,January,2022-01
100058,2022-01-01,3273,Checking,Credit,1144.91,Usd,Amazon,Completed,2022,1,January,2022-01
100058,2022-01-01,2065,Checking,Credit,4452.51,Usd,Unknown,Completed,2022,1,January,2022-01
100060,2022-06-16,999999,Checking,Credit,1217.8,Usd,Unknown,Completed,2022,6,June,2022-06
100059,2022-06-22,999999,Credit,Credit,2170.67,Usd,Walmart,Completed,2022,6,June,2022-06
100062,2023-03-27,999999,Checking,Debit,3061.34,Usd,Amazon,Completed,2023,3,March,2023-03
100061,2023-10-09,999999,Checking,Credit,2378.63,Usd,Target,Completed,2023,10,October,2023-10
100063,2024-03-18,3836,Checking,Credit,4481.66,Usd,Unknown,Completed,2024,3,March,2024-03
100065,2022-04-02,999999,Credit,Credit,1208.04,Usd,Walmart,Completed,2022,4,April,2022-04
100065,2022-12-31,3238,Checking,Debit,4620.72,Usd,Amazon,Completed,2022,12,December,2022-12
100064,2022-02-03,999999,Checking,Credit,830.82,Usd,Unknown,Completed,2022,2,February,2022-02
100067,2023-06-12,999999,Checking,Debit,2661.36,Usd,Amazon,Completed,2023,6,June,2023-06
100068,2022-08-30,4477,Checking,Debit,3564.08,Usd,Amazon,Completed,2022,8,August,2022-08
100068,2023-07-13,999999,Checking,Debit,4446.04,Usd,Walmart,Completed,2023,7,July,2023-07
100070,2022-01-01,3050,Checking,Credit,1125.01,Usd,Amazon,Completed,2022,1,January,2022-01
100072,2022-01-01,999999,Savings,Debit,4324.97,Usd,Unknown,Completed,2022,1,January,2022-01
100071,2022-11-17,999999,Savings,Debit,4237.76,Usd,Walmart,Completed,2022,11,November,2022-11
100074,2022-12-22,999999,Checking,Credit,2619.5,Usd,Unknown,Completed,2022,12,December,2022-12
100074,2022-12-31,2997,Checking,Credit,1994.11,Usd,Walmart,Completed,2022,12,December,2022-12
100075,2024-02-04,999999,Checking,Debit,4849.97,Usd,Amazon,Completed,2024,2,February,2024-02
100077,2022-12-31,4677,Credit,Debit,1608.75,Usd,Unknown,Completed,2022,12,December,2022-12
100078,2022-01-01,4153,Savings,Credit,1216.07,Usd,Walmart,Completed,2022,1,January,2022-01
100076,2023-05-09,999999,Checking,Debit,2502.5,Usd,Unknown,Completed,2023,5,May,2023-05
100080,2022-12-31,999999,Checking,Debit,573.92,Usd,Target,Completed,2022,12,December,2022-12
100081,2022-03-12,999999,Checking,Debit,3626.53,Usd,Amazon,Completed,2022,3,March,2022-03
100082,2022-12-31,4799,Checking,Debit,542.93,Usd,Target,Completed,2022,12,December,2022-12
100083,2023-01-03,2524,Checking,Credit,1043.74,Usd,Amazon,Completed,2023,1,January,2023-01
100082,2023-01-13,999999,Checking,Debit,1282.06,Usd,Target,Completed,2023,1,January,2023-01
100084,2022-01-01,999999,Checking,Debit,465.03,Usd,Amazon,Completed,2022,1,January,2022-01
100085,2022-06-29,999999,Savings,Debit,150.19,Usd,Walmart,Completed,2022,6,June,2022-06
100087,2022-10-31,999999,Checking,Debit,3463.96,Usd,Amazon,Completed,2022,10,October,2022-10
100087,2022-01-01,4335,Checking,Credit,3054.95,Usd,Walmart,Completed,2022,1,January,2022-01
100089,2023-12-01,999999,Checking,Credit,1730.89,Usd,Walmart,Completed,2023,12,December,2023-12
100090,2022-12-31,3410,Checking,Debit,1384.16,Usd,Unknown,Completed,2022,12,December,2022-12
100089,2022-01-01,999999,Savings,Credit,2183.87,Usd,Target,Completed,2022,1,January,2022-01
100092,2023-01-22,999999,Checking,Credit,2942.44,Usd,Unknown,Completed,2023,1,January,2023-01
100091,2023-04-18,999999,Savings,Debit,1668.14,Usd,Target,Completed,2023,4,April,2023-04
100094,2022-12-31,999999,Checking,Credit,2890.89,Usd,Amazon,Completed,2022,12,December,2022-12
100094,2022-12-31,3749,Credit,Debit,1822.76,Usd,Walmart,Completed,2022,12,December,2022-12
100093,2023-05-10,3414,Savings,Credit,1235.18,Usd,Walmart,Completed,2023,5,May,2023-05
100096,2023-04-30,999999,Savings,Debit,3571.19,Usd,Walmart,Completed,2023,4,April,2023-04
100097,2024-03-10,999999,Checking,Credit,2228.68,Usd,Walmart,Completed,2024,3,March,2024-03
100098,2022-12-31,3900,Checking,Debit,3397.96,Usd,Unknown,Completed,2022,12,December,2022-12
100099,2022-01-01,2543,Credit,Debit,1528.55,Usd,Amazon,Completed,2022,1,January,2022-01
100100,2022-08-06,999999,Credit,Credit,172.79,Usd,Walmart,Completed,2022,8,August,2022-08
100102,2022-12-31,2669,Savings,Credit,4062.43,Usd,Walmart,Completed,2022,12,December,2022-12
100102,2022-01-01,999999,Checking,Credit,4400.68,Usd,Unknown,Completed,2022,1,January,2022-01
100104,2022-01-01,999999,Savings,Debit,4992.45,Usd,Target,Completed,2022,1,January,2022-01
100105,2022-01-01,3643,Checking,Debit,1242.72,Usd,Amazon,Completed,2022,1,January,2022-01
100106,2023-08-09,2043,Checking,Credit,2416.66,Usd,Walmart,Completed,2023,8,August,2023-08
100106,2022-12-31,4360,Checking,Debit,79.72,Usd,Walmart,Completed,2022,12,December,2022-12
100108,2024-05-05,999999,Checking,Debit,262.3,Usd,Walmart,Completed,2024,5,May,2024-05
100108,2022-12-31,4038,Checking,Debit,2286.56,Usd,Walmart,Completed,2022,12,December,2022-12
100110,2022-05-19,3680,Checking,Debit,271.46,Usd,Amazon,Completed,2022,5,May,2022-05
100111,2022-12-31,999999,Savings,Debit,966.79,Usd,Target,Completed,2022,12,December,2022-12
100112,2022-12-31,999999,Checking,Debit,3901.95,Usd,Walmart,Completed,2022,12,December,2022-12
100112,2022-10-30,999999,Checking,Credit,1869.05,Usd,Amazon,Completed,2022,10,October,2022-10
100114,2022-01-01,2609,Savings,Debit,236.46,Usd,Unknown,Completed,2022,1,January,2022-01
100114,2022-01-01,999999,Savings,Credit,2288.92,Usd,Amazon,Completed,2022,1,January,2022-01
100116,2022-12-31,999999,Checking,Debit,2482.72,Usd,Walmart,Completed,2022,12,December,2022-12
100116,2023-06-03,999999,Checking,Credit,4320.08,Usd,Amazon,Completed,2023,6,June,2023-06
100118,2022-12-31,999999,Checking,Credit,810.08,Usd,Unknown,Completed,2022,12,December,2022-12
100116,2024-01-24,4486,Savings,Debit,988.8,Usd,Target,Completed,2024,1,January,2024-01
100119,2022-01-01,999999,Checking,Debit,1185.33,Usd,Unknown,Completed,2022,1,January,2022-01
100121,2024-03-10,999999,Checking,Credit,1801.81,Usd,Walmart,Completed,2024,3,March,2024-03
100120,2023-08-22,999999,Savings,Debit,468.68,Usd,Amazon,Completed,2023,8,August,2023-08
100122,2022-05-10,3405,Checking,Credit,2498.4,Usd,Walmart,Completed,2022,5,May,2022-05
100123,2022-01-01,2267,Checking,Credit,1133.49,Usd,Amazon,Completed,2022,1,January,2022-01
100125,2022-12-31,999999,Checking,Credit,123.82,Usd,Unknown,Completed,2022,12,December,2022-12
100125,2022-01-01,4753,Checking,Credit,4472.0,Usd,Unknown,Completed,2022,1,January,2022-01
100126,2022-01-01,2275,Checking,Credit,4918.51,Usd,Amazon,Completed,2022,1,January,2022-01
100128,2022-12-31,2421,Checking,Credit,3534.75,Usd,Walmart,Completed,2022,12,December,2022-12
100126,2023-09-07,2929,Savings,Debit,192.01,Usd,Amazon,Completed,2023,9,September,2023-09
100130,2022-01-01,3496,Checking,Credit,4304.44,Usd,Walmart,Completed,2022,1,January,2022-01
100131,2022-01-01,3569,Savings,Debit,4216.07,Usd,Target,Completed,2022,1,January,2022-01
100132,2022-01-01,999999,Checking,Credit,884.09,Usd,Walmart,Completed,2022,1,January,2022-01
100133,2023-12-06,4129,Checking,Credit,3926.72,Usd,Amazon,Completed,2023,12,December,2023-12
100134,2022-12-31,999999,Savings,Debit,103.75,Usd,Amazon,Completed,2022,12,December,2022-12
100135,2024-05-10,999999,Savings,Debit,4695.99,Usd,Amazon,Completed,2024,5,May,2024-05
100136,2022-01-01,999999,Checking,Credit,2866.72,Usd,Target,Completed,2022,1,January,2022-01
100135,2022-01-01,999999,Checking,Credit,4446.61,Usd,Unknown,Completed,2022,1,January,2022-01
100135,2022-12-01,999999,Checking,Debit,634.56,Usd,Amazon,Completed,2022,12,December,2022-12
100139,2022-12-31,4908,Checking,Debit,2244.61,Usd,Target,Completed,2022,12,December,2022-12
100139,2023-12-29,2362,Checking,Credit,759.59,Usd,Amazon,Completed,2023,12,December,2023-12
100141,2022-01-01,999999,Checking,Debit,4800.05,Usd,Amazon,Completed,2022,1,January,2022-01
100141,2022-09-23,999999,Savings,Credit,2994.07,Usd,Walmart,Completed,2022,9,September,2022-09
100143,2022-01-01,999999,Checking,Credit,4930.69,Usd,Target,Completed,2022,1,January,2022-01
100142,2022-01-01,3156,Checking,Credit,2434.99,Usd,Amazon,Completed,2022,1,January,2022-01
100144,2024-01-20,4975,Savings,Debit,709.93,Usd,Amazon,Completed,2024,1,January,2024-01
100146,2023-12-26,999999,Checking,Debit,1101.48,Usd,Target,Completed,2023,12,December,2023-12
100147,2022-12-31,2062,Checking,Credit,1033.69,Usd,Unknown,Completed,2022,12,December,2022-12
100146,2024-03-16,2603,Checking,Debit,357.83,Usd,Unknown,Completed,2024,3,March,2024-03
100148,2022-01-01,999999,Checking,Debit,4425.47,Usd,Target,Completed,2022,1,January,2022-01
100150,2023-05-03,999999,Savings,Credit,4974.77,Usd,Target,Completed,2023,5,May,2023-05
100151,2022-01-01,999999,Credit,Credit,88.94,Usd,Target,Completed,2022,1,January,2022-01
100150,2022-12-31,999999,Checking,Credit,2778.52,Usd,Unknown,Completed,2022,12,December,2022-12
100153,2022-12-31,999999,Checking,Debit,668.57,Usd,Walmart,Completed,2022,12,December,2022-12
100153,2023-09-16,999999,Credit,Credit,1136.81,Usd,Target,Completed,2023,9,September,2023-09
100155,2024-01-22,3260,Credit,Credit,4176.46,Usd,Walmart,Completed,2024,1,January,2024-01
100156,2022-01-01,2348,Checking,Debit,1102.47,Usd,Target,Completed,2022,1,January,2022-01
100157,2022-01-01,999999,Savings,Credit,99.05,Usd,Amazon,Completed,2022,1,January,2022-01
100156,2022-12-31,3544,Credit,Credit,4897.02,Usd,Walmart,Completed,2022,12,December,2022-12
100159,2023-03-20,4643,Checking,Debit,4716.16,Usd,Amazon,Completed,2023,3,March,2023-03
100160,2024-05-16,999999,Savings,Credit,2609.62,Usd,Walmart,Completed,2024,5,May,2024-05
100160,2023-02-28,999999,Checking,Credit,877.16,Usd,Amazon,Completed,2023,2,February,2023-02
100162,2022-12-31,3763,Checking,Debit,2906.55,Usd,Target,Completed,2022,12,December,2022-12
100163,2022-01-01,3279,Checking,Credit,1406.17,Usd,Target,Completed,2022,1,January,2022-01
100163,2022-03-29,999999,Checking,Debit,2285.51,Usd,Target,Completed,2022,3,March,2022-03
100164,2023-11-02,4654,Checking,Debit,4386.11,Usd,Target,Completed,2023,11,November,2023-11
100166,2022-12-31,2588,Checking,Debit,3849.32,Usd,Walmart,Completed,2022,12,December,2022-12
100165,2022-01-01,4062,Credit,Credit,2852.91,Usd,Target,Completed,2022,1,January,2022-01
100168,2022-12-31,999999,Checking,Debit,3989.64,Usd,Amazon,Completed,2022,12,December,2022-12
100169,2022-12-31,3909,Checking,Debit,2137.98,Usd,Walmart,Completed,2022,12,December,2022-12
100169,2023-01-20,4320,Savings,Debit,3902.78,Usd,Walmart,Completed,2023,1,January,2023-01
100171,2022-12-31,999999,Checking,Credit,2579.48,Usd,Walmart,Completed,2022,12,December,2022-12
100172,2022-01-01,999999,Checking,Debit,4994.68,Usd,Amazon,Completed,2022,1,January,2022-01
100173,2022-04-21,999999,Checking,Debit,1962.75,Usd,Walmart,Completed,2022,4,April,2022-04
100174,2023-09-21,999999,Savings,Credit,3945.91,Usd,Walmart,Completed,2023,9,September,2023-09
100174,2024-03-04,999999,Checking,Debit,921.06,Usd,Walmart,Completed,2024,3,March,2024-03
100176,2022-12-31,4586,Checking,Credit,494.89,Usd,Walmart,Completed,2022,12,December,2022-12
100177,2023-05-21,999999,Savings,Credit,1868.25,Usd,Target,Completed,2023,5,May,2023-05
100178,2022-04-13,999999,Checking,Debit,1849.96,Usd,Walmart,Completed,2022,4,April,2022-04
100177,2022-05-09,3033,Checking,Debit,1579.31,Usd,Amazon,Completed,2022,5,May,2022-05
100179,2022-10-25,999999,Checking,Credit,1554.21,Usd,Walmart,Completed,2022,10,October,2022-10
100181,2022-12-31,999999,Savings,Credit,1160.82,Usd,Amazon,Completed,2022,12,December,2022-12
100181,2022-01-01,999999,Savings,Debit,441.57,Usd,Walmart,Completed,2022,1,January,2022-01
100182,2022-12-31,999999,Checking,Debit,2729.04,Usd,Unknown,Completed,2022,12,December,2022-12
100182,2022-12-14,4858,Checking,Debit,3699.27,Usd,Unknown,Completed,2022,12,December,2022-12
100183,2022-12-31,999999,Checking,Debit,1829.52,Usd,Unknown,Completed,2022,12,December,2022-12
100185,2022-12-31,999999,Checking,Credit,2916.26,Usd,Unknown,Completed,2022,12,December,2022-12
100187,2022-12-31,999999,Savings,Debit,1687.45,Usd,Unknown,Completed,2022,12,December,2022-12
100188,2022-01-01,3646,Credit,Credit,4741.38,Usd,Unknown,Completed,2022,1,January,2022-01
100187,2022-01-01,999999,Savings,Credit,118.39,Usd,Target,Completed,2022,1,January,2022-01
100190,2022-12-31,999999,Savings,Credit,1555.61,Usd,Walmart,Completed,2022,12,December,2022-12
100190,2022-01-01,3029,Checking,Debit,649.49,Usd,Walmart,Completed,2022,1,January,2022-01
100191,2022-02-14,2713,Checking,Debit,1669.25,Usd,Amazon,Completed,2022,2,February,2022-02
100193,2022-12-31,999999,Checking,Debit,957.1,Usd,Walmart,Completed,2022,12,December,2022-12
100193,2022-01-01,4913,Credit,Debit,3194.16,Usd,Walmart,Completed,2022,1,January,2022-01
100195,2023-07-03,2369,Savings,Debit,2647.55,Usd,Walmart,Completed,2023,7,July,2023-07
100196,2022-12-31,999999,Checking,Credit,3174.74,Usd,Unknown,Completed,2022,12,December,2022-12
100196,2022-12-31,2462,Checking,Debit,434.12,Usd,Walmart,Completed,2022,12,December,2022-12
100198,2022-12-31,999999,Savings,Credit,2643.34,Usd,Target,Completed,2022,12,December,2022-12
100199,2022-12-31,999999,Credit,Debit,642.04,Usd,Amazon,Completed,2022,12,December,2022-12
100200,2022-06-01,3536,Checking,Credit,2683.48,Usd,Target,Completed,2022,6,June,2022-06
100200,2022-01-01,999999,Checking,Credit,288.35,Usd,Target,Completed,2022,1,January,2022-01
100201,2022-01-31,999999,Checking,Credit,1703.11,Usd,Unknown,Completed,2022,1,January,2022-01
100203,2023-08-09,4132,Credit,Credit,1292.17,Usd,Walmart,Completed,2023,8,August,2023-08
100204,2022-12-31,999999,Checking,Credit,4856.49,Usd,Walmart,Completed,2022,12,December,2022-12
100204,2022-12-31,999999,Savings,Debit,1519.4,Usd,Target,Completed,2022,12,December,2022-12
100203,2022-10-04,2139,Checking,Debit,642.47,Usd,Target,Completed,2022,10,October,2022-10
100207,2022-12-31,999999,Checking,Debit,4004.18,Usd,Walmart,Completed,2022,12,December,2022-12
100208,2023-03-14,999999,Savings,Credit,3335.44,Usd,Amazon,Completed,2023,3,March,2023-03
100209,2022-01-01,999999,Savings,Credit,87.58,Usd,Amazon,Completed,2022,1,January,2022-01
100210,2022-01-01,999999,Checking,Debit,1173.37,Usd,Target,Completed,2022,1,January,2022-01
100211,2023-11-09,2158,Checking,Credit,1826.32,Usd,Amazon,Completed,2023,11,November,2023-11
100212,2022-01-01,4144,Checking,Credit,1802.98,Usd,Amazon,Completed,2022,1,January,2022-01
100211,2023-12-20,999999,Savings,Debit,2631.05,Usd,Unknown,Completed,2023,12,December,2023-12
100213,2023-11-06,4861,Credit,Debit,2130.04,Usd,Walmart,Completed,2023,11,November,2023-11
100215,2022-12-31,3546,Checking,Debit,1976.7,Usd,Target,Completed,2022,12,December,2022-12
100215,2022-08-04,3506,Savings,Credit,1496.59,Usd,Walmart,Completed,2022,8,August,2022-08
100216,2023-01-17,999999,Credit,Credit,1098.74,Usd,Walmart,Completed,2023,1,January,2023-01
100218,2022-11-11,999999,Savings,Credit,3765.01,Usd,Target,Completed,2022,11,November,2022-11
100219,2022-01-30,2787,Checking,Debit,4056.08,Usd,Amazon,Completed,2022,1,January,2022-01
100219,2023-02-10,999999,Checking,Debit,951.32,Usd,Walmart,Completed,2023,2,February,2023-02
100220,2022-12-31,999999,Checking,Debit,801.82,Usd,Walmart,Completed,2022,12,December,2022-12
100222,2022-07-11,999999,Checking,Credit,2620.14,Usd,Unknown,Completed,2022,7,July,2022-07
100223,2022-12-31,999999,Checking,Credit,4111.68,Usd,Walmart,Completed,2022,12,December,2022-12
100223,2022-01-01,999999,Checking,Credit,3537.82,Usd,Walmart,Completed,2022,1,January,2022-01
100223,2023-07-21,999999,Checking,Debit,2256.16,Usd,Walmart,Completed,2023,7,July,2023-07
100224,2024-06-10,999999,Checking,Debit,1592.89,Usd,Amazon,Completed,2024,6,June,2024-06
100227,2022-01-01,3216,Savings,Credit,4115.92,Usd,Target,Completed,2022,1,January,2022-01
100227,2022-12-31,999999,Savings,Debit,2401.19,Usd,Unknown,Completed,2022,12,December,2022-12
100229,2022-01-01,4533,Checking,Credit,4175.79,Usd,Unknown,Completed,2022,1,January,2022-01
100230,2022-12-31,2670,Checking,Debit,435.58,Usd,Unknown,Completed,2022,12,December,2022-12
100231,2022-01-01,3305,Checking,Debit,593.92,Usd,Amazon,Completed,2022,1,January,2022-01
100231,2022-12-31,999999,Checking,Debit,3204.2,Usd,Unknown,Completed,2022,12,December,2022-12
100233,2022-01-01,3622,Checking,Credit,3601.54,Usd,Unknown,Completed,2022,1,January,2022-01
100234,2022-12-01,999999,Checking,Debit,1345.83,Usd,Walmart,Completed,2022,12,December,2022-12
100233,2022-11-23,999999,Checking,Credit,3213.12,Usd,Target,Completed,2022,11,November,2022-11
100236,2024-01-06,999999,Savings,Debit,4834.7,Usd,Walmart,Completed,2024,1,January,2024-01
100236,2022-12-04,3302,Checking,Credit,2492.57,Usd,Walmart,Completed,2022,12,December,2022-12
100237,2022-12-31,2793,Checking,Credit,483.11,Usd,Target,Completed,2022,12,December,2022-12
100239,2022-12-31,3840,Checking,Credit,3641.74,Usd,Target,Completed,2022,12,December,2022-12
100240,2022-12-31,999999,Credit,Debit,2408.52,Usd,Amazon,Completed,2022,12,December,2022-12
100241,2024-02-11,3526,Savings,Credit,3480.67,Usd,Unknown,Completed,2024,2,February,2024-02
100242,2022-07-31,3146,Checking,Credit,4014.24,Usd,Unknown,Completed,2022,7,July,2022-07
100243,2022-01-01,2031,Credit,Debit,3064.9,Usd,Unknown,Completed,2022,1,January,2022-01
100243,2023-12-31,999999,Checking,Credit,3628.82,Usd,Target,Completed,2023,12,December,2023-12
100244,2023-03-09,999999,Checking,Credit,639.99,Usd,Amazon,Completed,2023,3,March,2023-03
100246,2022-12-31,999999,Savings,Credit,3199.51,Usd,Unknown,Completed,2022,12,December,2022-12
100245,2022-12-31,4883,Checking,Credit,3225.69,Usd,Unknown,Completed,2022,12,December,2022-12
100247,2022-12-31,4130,Credit,Debit,2073.97,Usd,Walmart,Completed,2022,12,December,2022-12
100249,2022-05-05,999999,Checking,Credit,1695.43,Usd,Walmart,Completed,2022,5,May,2022-05
100250,2022-07-06,999999,Checking,Debit,1149.56,Usd,Target,Completed,2022,7,July,2022-07
100250,2022-02-03,4100,Checking,Credit,188.64,Usd,Walmart,Completed,2022,2,February,2022-02
100252,2022-01-01,999999,Checking,Debit,4345.88,Usd,Target,Completed,2022,1,January,2022-01
100253,2022-04-28,999999,Checking,Credit,391.43,Usd,Target,Completed,2022,4,April,2022-04
100252,2022-01-01,999999,Checking,Debit,2864.37,Usd,Walmart,Completed,2022,1,January,2022-01
100254,2024-04-10,999999,Savings,Debit,4700.95,Usd,Unknown,Completed,2024,4,April,2024-04
100255,2022-12-31,999999,Checking,Credit,2163.69,Usd,Walmart,Completed,2022,12,December,2022-12
100255,2022-01-01,999999,Checking,Credit,3111.47,Usd,Target,Completed,2022,1,January,2022-01
100257,2024-05-11,3654,Checking,Debit,4160.73,Usd,Target,Completed,2024,5,May,2024-05
100258,2023-05-13,999999,Credit,Credit,2192.5,Usd,Walmart,Completed,2023,5,May,2023-05
100259,2022-01-01,3756,Credit,Credit,1978.41,Usd,Walmart,Completed,2022,1,January,2022-01
100260,2022-12-31,999999,Checking,Debit,2704.84,Usd,Target,Completed,2022,12,December,2022-12
100260,2024-02-07,3019,Checking,Credit,4830.18,Usd,Walmart,Completed,2024,2,February,2024-02
100263,2022-01-27,999999,Checking,Debit,551.48,Usd,Amazon,Completed,2022,1,January,2022-01
100262,2022-05-07,999999,Credit,Credit,582.7,Usd,Amazon,Completed,2022,5,May,2022-05
100264,2023-01-19,3995,Checking,Debit,533.88,Usd,Walmart,Completed,2023,1,January,2023-01
100265,2023-03-25,4387,Savings,Credit,2248.3,Usd,Amazon,Completed,2023,3,March,2023-03
100266,2022-07-31,4472,Savings,Credit,1161.48,Usd,Target,Completed,2022,7,July,2022-07
100268,2022-08-07,999999,Checking,Debit,1472.09,Usd,Target,Completed,2022,8,August,2022-08
100269,2023-11-10,4957,Checking,Credit,2121.87,Usd,Walmart,Completed,2023,11,November,2023-11
100270,2024-01-11,999999,Checking,Debit,1042.57,Usd,Walmart,Completed,2024,1,January,2024-01
100271,2022-03-05,3512,Checking,Debit,1232.04,Usd,Amazon,Completed,2022,3,March,2022-03
100270,2024-02-29,999999,Checking,Credit,44.89,Usd,Amazon,Completed,2024,2,February,2024-02
100272,2022-01-01,999999,Checking,Credit,641.44,Usd,Amazon,Completed,2022,1,January,2022-01
100274,2022-01-01,2164,Checking,Credit,4805.48,Usd,Target,Completed,2022,1,January,2022-01
100275,2022-10-19,4021,Checking,Credit,3276.04,Usd,Target,Completed,2022,10,October,2022-10
